asset_number,manufacturer,category,size,manufacturing_date,asset_name,decommissioned_date
SAID-0005951,"Hoshizaki America, Inc.",Ice Maker,340,12/13/2000,KM-340MAH,-
SAID-0005950,"Hoshizaki America, Inc.",Ice Maker,340,12/1/2015,KM-340MAH,-
SAID-0005949,"Hoshizaki America, Inc.",Ice Maker,340,10/1/2015,KM-340MAH,-
SAID-0005948,"Hoshizaki America, Inc.",Ice Maker,340,10/1/2015,KM-340MAH,-
SAID-0005947,"Hoshizaki America, Inc.",Ice Maker,340,8/1/2015,KM-340MAH,-
SAID-0005946,"Hoshizaki America, Inc.",Ice Maker,340,8/1/2015,KM-340MAH,-
SAID-0005944,"Hoshizaki America, Inc.",Ice Maker,340,8/1/2015,KM-340MAH,-
SAID-0005942,"Hoshizaki America, Inc.",Ice Maker,340,7/1/2015,KM-340MAH,-
SAID-0005939,"Hoshizaki America, Inc.",Ice Maker,320,3/1/2009,KM-320MWH,-
SAID-0005938,"Hoshizaki America, Inc.",Ice Maker,320,9/11/2008,KM-320MWH,-
SAID-0005935,"Hoshizaki America, Inc.",Ice Maker,320,6/1/2006,KM-320MWH,-
SAID-0005934,"Hoshizaki America, Inc.",Ice Maker,320,6/1/2006,KM-320MWH,-
SAID-0005933,"Hoshizaki America, Inc.",Ice Maker,320,6/1/2006,KM-320MWH,-
SAID-0005931,"Hoshizaki America, Inc.",Ice Maker,320,5/1/2015,KM-320MWH,-
SAID-0005930,"Hoshizaki America, Inc.",Ice Maker,320,4/1/2015,KM-320MWH,-
SAID-0005929,"Hoshizaki America, Inc.",Ice Maker,320,1/1/2015,KM-320MWH,-
SAID-0005927,"Hoshizaki America, Inc.",Ice Maker,320,3/1/2014,KM-320MWH,-
SAID-0005925,"Hoshizaki America, Inc.",Ice Maker,320,1/1/2010,KM-320MAH,-
SAID-0005924,"Hoshizaki America, Inc.",Ice Maker,320,5/1/2008,KM-320MAH,-
SAID-0005923,"Hoshizaki America, Inc.",Ice Maker,320,4/1/2008,KM-320MAH,-
SAID-0005921,"Hoshizaki America, Inc.",Ice Maker,320,6/1/2015,KM-320MAH,-
SAID-0005920,"Hoshizaki America, Inc.",Ice Maker,320,3/1/2018,KM-320MAH,-
SAID-0005919,"Hoshizaki America, Inc.",Ice Maker,320,5/1/2015,KM-320MAH,-
SAID-0005918,"Hoshizaki America, Inc.",Ice Maker,320,5/1/2015,KM-320MAH,-
SAID-0005916,"Hoshizaki America, Inc.",Ice Maker,320,1/1/2015,KM-320MAH,-
SAID-0005915,"Hoshizaki America, Inc.",Ice Maker,320,1/1/2015,KM-320MAH,-
SAID-0005913,"Hoshizaki America, Inc.",Ice Maker,320,12/1/2014,KM-320MAH,-
SAID-0005912,"Hoshizaki America, Inc.",Ice Maker,320,11/1/2014,KM-320MAH,-
SAID-0005911,"Hoshizaki America, Inc.",Ice Maker,320,10/1/2014,KM-320MAH,-
SAID-0005910,"Hoshizaki America, Inc.",Ice Maker,320,10/1/2014,KM-320MAH,-
SAID-0005909,"Hoshizaki America, Inc.",Ice Maker,320,10/1/2014,KM-320MAH,-
SAID-0005908,"Hoshizaki America, Inc.",Ice Maker,320,10/1/2014,KM-320MAH,-
SAID-0005907,"Hoshizaki America, Inc.",Ice Maker,320,5/1/2014,KM-320MAH,-
SAID-0005905,"Hoshizaki America, Inc.",Ice Maker,320,2/1/2014,KM-320MAH,-
SAID-0005904,"Hoshizaki America, Inc.",Ice Maker,320,12/1/2013,KM-320MAH,-
SAID-0005903,"Hoshizaki America, Inc.",Ice Maker,320,10/1/2013,KM-320MAH,-
SAID-0005902,"Hoshizaki America, Inc.",Ice Maker,320,8/1/2013,KM-320MAH,-
SAID-0005901,"Hoshizaki America, Inc.",Ice Maker,320,8/1/2013,KM-320MAH,-
SAID-0005900,"Hoshizaki America, Inc.",Ice Maker,320,8/1/2013,KM-320MAH,-
SAID-0005897,"Hoshizaki America, Inc.",Ice Maker,320,12/1/2012,KM-320MAH,-
SAID-0005896,"Hoshizaki America, Inc.",Ice Maker,320,2/1/2012,KM-320MAH,-
SAID-0005895,"Hoshizaki America, Inc.",Ice Maker,320,3/1/2012,KM-320MAH,-
SAID-0005894,"Hoshizaki America, Inc.",Ice Maker,320,2/1/2012,KM-320MAH,-
SAID-0005892,"Hoshizaki America, Inc.",Ice Maker,320,7/1/2011,KM-320MAH,-
SAID-0005891,"Hoshizaki America, Inc.",Ice Maker,320,5/1/2011,KM-320MAH,-
SAID-0005890,"Hoshizaki America, Inc.",Ice Maker,320,4/1/2011,KM-320MAH,-
SAID-0005889,"Hoshizaki America, Inc.",Ice Maker,320,3/1/2011,KM-320MAH,-
SAID-0005885,"Hoshizaki America, Inc.",Ice Maker,301,7/1/2022,KM-301BAJ,-
SAID-0005884,"Hoshizaki America, Inc.",Ice Maker,301,12/28/2022,KM-301BAJ,-
SAID-0005883,"Hoshizaki America, Inc.",Ice Maker,301,2/1/2021,KM-301BAJ,-
SAID-0005882,"Hoshizaki America, Inc.",Ice Maker,301,11/1/2020,KM-301BAJ,-
SAID-0005881,"Hoshizaki America, Inc.",Ice Maker,301,11/1/2020,KM-301BAJ,-
SAID-0005879,"Hoshizaki America, Inc.",Ice Maker,301,8/1/2020,KM-301BAJ,-
SAID-0005877,"Hoshizaki America, Inc.",Ice Maker,301,7/1/2020,KM-301BAJ,-
SAID-0005874,"Hoshizaki America, Inc.",Ice Maker,301,3/1/2020,KM-301BAJ,-
SAID-0005873,"Hoshizaki America, Inc.",Ice Maker,301,5/14/2020,KM-301BAJ,-
SAID-0005872,"Hoshizaki America, Inc.",Ice Maker,301,11/1/2019,KM-301BAJ,-
SAID-0005871,"Hoshizaki America, Inc.",Ice Maker,301,11/1/2019,KM-301BAJ,-
SAID-0005870,"Hoshizaki America, Inc.",Ice Maker,301,11/1/2019,KM-301BAJ,-
SAID-0005869,"Hoshizaki America, Inc.",Ice Maker,301,10/1/2019,KM-301BAJ,-
SAID-0005868,"Hoshizaki America, Inc.",Ice Maker,301,10/1/2019,KM-301BAJ,-
SAID-0005866,"Hoshizaki America, Inc.",Ice Maker,301,8/1/2019,KM-301BAJ,-
SAID-0005865,"Hoshizaki America, Inc.",Ice Maker,301,8/1/2019,KM-301BAJ,-
SAID-0005864,"Hoshizaki America, Inc.",Ice Maker,301,8/1/2019,KM-301BAJ,-
SAID-0005863,"Hoshizaki America, Inc.",Ice Maker,301,8/1/2019,KM-301BAJ,-
SAID-0005862,"Hoshizaki America, Inc.",Ice Maker,301,8/1/2019,KM-301BAJ,-
SAID-0005861,"Hoshizaki America, Inc.",Ice Maker,301,6/1/2019,KM-301BAJ,-
SAID-0005859,"Hoshizaki America, Inc.",Ice Maker,300,6/8/2018,KM-300BWJ,-
SAID-0005858,"Hoshizaki America, Inc.",Ice Maker,300,3/1/2019,KM-300BAJ,-
SAID-0005857,"Hoshizaki America, Inc.",Ice Maker,300,2/1/2019,KM-300BAJ,-
SAID-0005856,"Hoshizaki America, Inc.",Ice Maker,300,2/1/2019,KM-300BAJ,-
SAID-0005855,"Hoshizaki America, Inc.",Ice Maker,300,4/25/2019,KM-300BAJ,-
SAID-0005854,"Hoshizaki America, Inc.",Ice Maker,300,7/11/2019,KM-300BAJ,-
SAID-0005853,"Hoshizaki America, Inc.",Ice Maker,300,11/1/2018,KM-300BAJ,-
SAID-0005852,"Hoshizaki America, Inc.",Ice Maker,300,8/1/2018,KM-300BAJ,-
SAID-0005851,"Hoshizaki America, Inc.",Ice Maker,300,8/1/2018,KM-300BAJ,-
SAID-0005847,"Hoshizaki America, Inc.",Ice Maker,300,6/1/2018,KM-300BAJ,-
SAID-0005845,"Hoshizaki America, Inc.",Ice Maker,300,5/1/2018,KM-300BAJ,-
SAID-0005843,"Hoshizaki America, Inc.",Ice Maker,300,4/1/2018,KM-300BAJ,-
SAID-0005842,"Hoshizaki America, Inc.",Ice Maker,300,4/17/2020,KM-300BAJ,-
SAID-0005841,"Hoshizaki America, Inc.",Ice Maker,300,3/1/2018,KM-300BAJ,-
SAID-0005840,"Hoshizaki America, Inc.",Ice Maker,300,3/1/2018,KM-300BAJ,-
SAID-0005839,"Hoshizaki America, Inc.",Ice Maker,300,3/1/2018,KM-300BAJ,-
SAID-0005836,"Hoshizaki America, Inc.",Ice Maker,300,8/19/2020,KM-300BAJ,-
SAID-0005835,"Hoshizaki America, Inc.",Ice Maker,300,12/1/2017,KM-300BAJ,-
SAID-0005832,"Hoshizaki America, Inc.",Ice Maker,260,3/1/2010,KM-260BWH,-
SAID-0005830,"Hoshizaki America, Inc.",Ice Maker,260,12/1/2009,KM-260BWH,-
SAID-0005825,"Hoshizaki America, Inc.",Ice Maker,260,1/1/2012,KM-260BWH,-
SAID-0005824,"Hoshizaki America, Inc.",Ice Maker,260,1/1/2012,KM-260BWH,-
SAID-0005823,"Hoshizaki America, Inc.",Ice Maker,260,6/1/2011,KM-260BWH,-
SAID-0005822,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2011,KM-260BWH,-
SAID-0005821,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2011,KM-260BWH,-
SAID-0005820,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2011,KM-260BWH,-
SAID-0005818,"Hoshizaki America, Inc.",Ice Maker,260,6/14/2011,KM-260BAH,-
SAID-0005816,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2010,KM-260BAH,-
SAID-0005815,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2010,KM-260BAH,-
SAID-0005814,"Hoshizaki America, Inc.",Ice Maker,260,8/1/2010,KM-260BAH,-
SAID-0005813,"Hoshizaki America, Inc.",Ice Maker,260,8/1/2010,KM-260BAH,-
SAID-0005812,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2010,KM-260BAH,-
SAID-0005810,"Hoshizaki America, Inc.",Ice Maker,260,2/24/2010,KM-260BAH,-
SAID-0005809,"Hoshizaki America, Inc.",Ice Maker,260,8/1/2009,KM-260BAH,-
SAID-0005808,"Hoshizaki America, Inc.",Ice Maker,260,9/20/2022,KM-260BAH,-
SAID-0005807,"Hoshizaki America, Inc.",Ice Maker,260,1/1/2018,KM-260BAH,-
SAID-0005806,"Hoshizaki America, Inc.",Ice Maker,260,12/1/2017,KM-260BAH,-
SAID-0005805,"Hoshizaki America, Inc.",Ice Maker,260,8/1/2017,KM-260BAH,-
SAID-0005804,"Hoshizaki America, Inc.",Ice Maker,260,7/1/2017,KM-260BAH,-
SAID-0005801,"Hoshizaki America, Inc.",Ice Maker,260,4/1/2017,KM-260BAH,-
SAID-0005799,"Hoshizaki America, Inc.",Ice Maker,260,3/1/2017,KM-260BAH,-
SAID-0005796,"Hoshizaki America, Inc.",Ice Maker,260,12/1/2016,KM-260BAH,-
SAID-0005795,"Hoshizaki America, Inc.",Ice Maker,260,10/1/2016,KM-260BAH,-
SAID-0005794,"Hoshizaki America, Inc.",Ice Maker,260,8/1/2016,KM-260BAH,-
SAID-0005793,"Hoshizaki America, Inc.",Ice Maker,260,7/1/2016,KM-260BAH,-
SAID-0005792,"Hoshizaki America, Inc.",Ice Maker,260,6/1/2016,KM-260BAH,-
SAID-0005791,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2016,KM-260BAH,-
SAID-0005789,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2016,KM-260BAH,-
SAID-0005788,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2016,KM-260BAH,-
SAID-0005787,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2016,KM-260BAH,-
SAID-0005786,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2016,KM-260BAH,-
SAID-0005785,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2016,KM-260BAH,-
SAID-0005783,"Hoshizaki America, Inc.",Ice Maker,260,4/1/2016,KM-260BAH,-
SAID-0005782,"Hoshizaki America, Inc.",Ice Maker,260,3/1/2016,KM-260BAH,-
SAID-0005781,"Hoshizaki America, Inc.",Ice Maker,260,3/1/2016,KM-260BAH,-
SAID-0005780,"Hoshizaki America, Inc.",Ice Maker,260,12/1/2016,KM-260BAH,-
SAID-0005779,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2015,KM-260BAH,-
SAID-0005778,"Hoshizaki America, Inc.",Ice Maker,260,4/1/2015,KM-260BAH,-
SAID-0005777,"Hoshizaki America, Inc.",Ice Maker,260,3/1/2015,KM-260BAH,-
SAID-0005775,"Hoshizaki America, Inc.",Ice Maker,260,12/1/2015,KM-260BAH,-
SAID-0005774,"Hoshizaki America, Inc.",Ice Maker,260,10/1/2015,KM-260BAH,-
SAID-0005773,"Hoshizaki America, Inc.",Ice Maker,260,7/1/2015,KM-260BAH,-
SAID-0005771,"Hoshizaki America, Inc.",Ice Maker,260,6/1/2015,KM-260BAH,-
SAID-0005770,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2015,KM-260BAH,-
SAID-0005769,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2015,KM-260BAH,-
SAID-0005768,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2014,KM-260BAH,-
SAID-0005767,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2014,KM-260BAH,-
SAID-0005765,"Hoshizaki America, Inc.",Ice Maker,260,8/1/2014,KM-260BAH,-
SAID-0005764,"Hoshizaki America, Inc.",Ice Maker,260,3/1/2014,KM-260BAH,-
SAID-0005763,"Hoshizaki America, Inc.",Ice Maker,260,2/1/2014,KM-260BAH,-
SAID-0005761,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2013,KM-260BAH,-
SAID-0005759,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2013,KM-260BAH,-
SAID-0005758,"Hoshizaki America, Inc.",Ice Maker,260,4/1/2013,KM-260BAH,-
SAID-0005756,"Hoshizaki America, Inc.",Ice Maker,260,6/6/2013,KM-260BAH,-
SAID-0005755,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2012,KM-260BAH,-
SAID-0005753,"Hoshizaki America, Inc.",Ice Maker,260,10/1/2012,KM-260BAH,-
SAID-0005752,"Hoshizaki America, Inc.",Ice Maker,260,10/1/2012,KM-260BAH,-
SAID-0005751,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2012,KM-260BAH,-
SAID-0005750,"Hoshizaki America, Inc.",Ice Maker,260,4/13/2020,KM-260BAH,-
SAID-0005749,"Hoshizaki America, Inc.",Ice Maker,260,5/1/2012,KM-260BAH,-
SAID-0005748,"Hoshizaki America, Inc.",Ice Maker,260,5/6/2022,KM-260BAH,-
SAID-0005747,"Hoshizaki America, Inc.",Ice Maker,260,11/1/2011,KM-260BAH,-
SAID-0005745,"Hoshizaki America, Inc.",Ice Maker,260,7/1/2011,KM-260BAH,-
SAID-0005743,"Hoshizaki America, Inc.",Ice Maker,260,1/1/2011,KM-260BAH,-
SAID-0005742,"Hoshizaki America, Inc.",Ice Maker,260,2/24/2020,KM-260BAH,-
SAID-0005739,"Hoshizaki America, Inc.",Ice Maker,2600,7/1/2018,KM-2600SWJ3,-
SAID-0005738,"Hoshizaki America, Inc.",Ice Maker,2600,7/1/2018,KM-2600SWJ3,-
SAID-0005737,"Hoshizaki America, Inc.",Ice Maker,2600,12/1/2017,KM-2600SWJ3,3/20/2025
SAID-0005735,"Hoshizaki America, Inc.",Ice Maker,2600,10/1/2017,KM-2600SWJ3,-
SAID-0005731,"Hoshizaki America, Inc.",Ice Maker,2600,3/1/2017,KM-2600SWJ3,-
SAID-0005730,"Hoshizaki America, Inc.",Ice Maker,2600,3/1/2017,KM-2600SWJ3,-
SAID-0005728,"Hoshizaki America, Inc.",Ice Maker,2600,1/1/2020,KM-2600SRJ3,-
SAID-0005727,"Hoshizaki America, Inc.",Ice Maker,2600,3/26/2021,KM-2600SRJ3,-
SAID-0005726,"Hoshizaki America, Inc.",Ice Maker,2600,1/1/2020,KM-2600SRJ3,-
SAID-0005725,"Hoshizaki America, Inc.",Ice Maker,2600,3/1/2020,KM-2600SRJ3,-
SAID-0005723,"Hoshizaki America, Inc.",Ice Maker,2600,6/1/2019,KM-2600SRJ3,-
SAID-0005722,"Hoshizaki America, Inc.",Ice Maker,2600,6/1/2019,KM-2600SRJ3,-
SAID-0005720,"Hoshizaki America, Inc.",Ice Maker,2600,2/1/2019,KM-2600SRJ3,-
SAID-0005719,"Hoshizaki America, Inc.",Ice Maker,2600,12/1/2018,KM-2600SRJ3,-
SAID-0005718,"Hoshizaki America, Inc.",Ice Maker,2600,11/1/2018,KM-2600SRJ3,-
SAID-0005715,"Hoshizaki America, Inc.",Ice Maker,2600,3/1/2018,KM-2600SRJ3,-
SAID-0005714,"Hoshizaki America, Inc.",Ice Maker,2600,11/28/2022,KM-2600SRJ3,-
SAID-0005706,"Hoshizaki America, Inc.",Ice Maker,250,4/1/2009,KM-250BWF,-
SAID-0005705,"Hoshizaki America, Inc.",Ice Maker,250,6/1/2008,KM-250BWF,-
SAID-0005703,"Hoshizaki America, Inc.",Ice Maker,250,6/1/2007,KM-250BWF,-
SAID-0005701,"Hoshizaki America, Inc.",Ice Maker,250,8/1/2006,KM-250BWF,-
SAID-0005699,"Hoshizaki America, Inc.",Ice Maker,250,4/1/2003,KM-250BWF,-
SAID-0005695,"Hoshizaki America, Inc.",Ice Maker,250,2/1/2005,KM-250BAF,-
SAID-0005692,"Hoshizaki America, Inc.",Ice Maker,2500,7/1/2016,KM-2500SWH3,-
SAID-0005691,"Hoshizaki America, Inc.",Ice Maker,2500,6/1/2016,KM-2500SWH3,-
SAID-0005689,"Hoshizaki America, Inc.",Ice Maker,2500,12/1/2015,KM-2500SWH3,-
SAID-0005688,"Hoshizaki America, Inc.",Ice Maker,2500,12/1/2015,KM-2500SWH3,-
SAID-0005687,"Hoshizaki America, Inc.",Ice Maker,2500,11/1/2015,KM-2500SWH3,-
SAID-0005686,"Hoshizaki America, Inc.",Ice Maker,2500,7/1/2015,KM-2500SWH3,-
SAID-0005684,"Hoshizaki America, Inc.",Ice Maker,2500,11/18/2014,KM-2500SWH3,-
SAID-0005683,"Hoshizaki America, Inc.",Ice Maker,2500,10/1/2013,KM-2500SWH3,-
SAID-0005682,"Hoshizaki America, Inc.",Ice Maker,2500,5/1/2013,KM-2500SWH3,-
SAID-0005679,"Hoshizaki America, Inc.",Ice Maker,2500,10/1/2012,KM-2500SWH3,-
SAID-0005678,"Hoshizaki America, Inc.",Ice Maker,2500,8/1/2012,KM-2500SWH3,-
SAID-0005677,"Hoshizaki America, Inc.",Ice Maker,2500,8/1/2012,KM-2500SWH3,-
SAID-0005675,"Hoshizaki America, Inc.",Ice Maker,2500,3/1/2017,KM-2500SRH3,-
SAID-0005672,"Hoshizaki America, Inc.",Ice Maker,2500,5/1/2014,KM-2500SRH3,-
SAID-0005671,"Hoshizaki America, Inc.",Ice Maker,2500,5/1/2014,KM-2500SRH3,-
SAID-0005670,"Hoshizaki America, Inc.",Ice Maker,2500,3/1/2014,KM-2500SRH3,-
SAID-0005667,"Hoshizaki America, Inc.",Ice Maker,2500,6/1/2012,KM-2500SRH3,-
SAID-0005666,"Hoshizaki America, Inc.",Ice Maker,2500,6/1/2012,KM-2500SRH3,-
SAID-0005664,"Hoshizaki America, Inc.",Ice Maker,2500,4/1/2012,KM-2500SRH3,-
SAID-0005660,"Hoshizaki America, Inc.",Ice Maker,231,5/1/2022,KM-231BAJ,-
SAID-0005659,"Hoshizaki America, Inc.",Ice Maker,231,10/1/2020,KM-231BAJ,-
SAID-0005658,"Hoshizaki America, Inc.",Ice Maker,231,10/1/2020,KM-231BAJ,-
SAID-0005657,"Hoshizaki America, Inc.",Ice Maker,231,11/21/2022,KM-231BAJ,-
SAID-0005656,"Hoshizaki America, Inc.",Ice Maker,231,5/1/2020,KM-231BAJ,-
SAID-0005654,"Hoshizaki America, Inc.",Ice Maker,231,5/1/2020,KM-231BAJ,-
SAID-0005653,"Hoshizaki America, Inc.",Ice Maker,231,1/1/2020,KM-231BAJ,-
SAID-0005652,"Hoshizaki America, Inc.",Ice Maker,231,1/28/2020,KM-231BAJ,-
SAID-0005651,"Hoshizaki America, Inc.",Ice Maker,231,9/12/2019,KM-231BAJ,-
SAID-0005650,"Hoshizaki America, Inc.",Ice Maker,231,1/29/2020,KM-231BAJ,-
SAID-0005647,"Hoshizaki America, Inc.",Ice Maker,231,12/1/2019,KM-231BAJ,-
SAID-0005646,"Hoshizaki America, Inc.",Ice Maker,231,11/8/2022,KM-231BAJ,-
SAID-0005644,"Hoshizaki America, Inc.",Ice Maker,231,10/1/2019,KM-231BAJ,-
SAID-0005643,"Hoshizaki America, Inc.",Ice Maker,231,10/1/2019,KM-231BAJ,-
SAID-0005642,"Hoshizaki America, Inc.",Ice Maker,231,10/1/2019,KM-231BAJ,-
SAID-0005641,"Hoshizaki America, Inc.",Ice Maker,231,10/1/2019,KM-231BAJ,-
SAID-0005640,"Hoshizaki America, Inc.",Ice Maker,231,10/28/2019,KM-231BAJ,-
SAID-0005639,"Hoshizaki America, Inc.",Ice Maker,231,7/1/2019,KM-231BAJ,-
SAID-0005638,"Hoshizaki America, Inc.",Ice Maker,231,7/1/2019,KM-231BAJ,-
SAID-0005635,"Hoshizaki America, Inc.",Ice Maker,230,4/1/2019,KM-230BAJ,-
SAID-0005634,"Hoshizaki America, Inc.",Ice Maker,230,4/1/2019,KM-230BAJ,-
SAID-0005633,"Hoshizaki America, Inc.",Ice Maker,230,4/1/2019,KM-230BAJ,-
SAID-0005631,"Hoshizaki America, Inc.",Ice Maker,230,4/1/2019,KM-230BAJ,-
SAID-0005629,"Hoshizaki America, Inc.",Ice Maker,230,1/1/2019,KM-230BAJ,-
SAID-0005627,"Hoshizaki America, Inc.",Ice Maker,230,4/10/2018,KM-230BAJ,-
SAID-0005625,"Hoshizaki America, Inc.",Ice Maker,230,6/20/1998,KM-230BAJ,-
SAID-0005624,"Hoshizaki America, Inc.",Ice Maker,230,2/28/2019,KM-230BAJ,-
SAID-0005622,"Hoshizaki America, Inc.",Ice Maker,230,12/1/2018,KM-230BAJ,-
SAID-0005621,"Hoshizaki America, Inc.",Ice Maker,230,12/1/2018,KM-230BAJ,-
SAID-0005620,"Hoshizaki America, Inc.",Ice Maker,230,8/1/2018,KM-230BAJ,-
SAID-0005619,"Hoshizaki America, Inc.",Ice Maker,230,9/22/2022,KM-230BAJ,-
SAID-0005617,"Hoshizaki America, Inc.",Ice Maker,230,7/1/2018,KM-230BAJ,-
SAID-0005616,"Hoshizaki America, Inc.",Ice Maker,230,6/1/2018,KM-230BAJ,-
SAID-0005614,"Hoshizaki America, Inc.",Ice Maker,230,5/1/2018,KM-230BAJ,-
SAID-0005613,"Hoshizaki America, Inc.",Ice Maker,230,5/1/2018,KM-230BAJ,-
SAID-0005612,"Hoshizaki America, Inc.",Ice Maker,230,5/1/2018,KM-230BAJ,-
SAID-0005610,"Hoshizaki America, Inc.",Ice Maker,220,1/1/2020,KM-220SRJ3,-
SAID-0005608,"Hoshizaki America, Inc.",Ice Maker,220,8/1/2019,KM-220SRJ3,-
SAID-0005607,"Hoshizaki America, Inc.",Ice Maker,220,8/1/2017,KM-220SRJ3,-
SAID-0005606,"Hoshizaki America, Inc.",Ice Maker,220,5/1/2017,KM-220SRJ3,-
SAID-0005605,"Hoshizaki America, Inc.",Ice Maker,2200,2/1/2019,KM-2200SWJ3,-
SAID-0005604,"Hoshizaki America, Inc.",Ice Maker,2100,3/1/2019,KM-2100SWJ3,-
SAID-0005603,"Hoshizaki America, Inc.",Ice Maker,2100,1/1/2017,KM-2100SWJ3,-
SAID-0005602,"Hoshizaki America, Inc.",Ice Maker,2100,1/1/2017,KM-2100SWJ3,-
SAID-0005601,"Hoshizaki America, Inc.",Ice Maker,2100,11/1/2016,KM-2100SWJ3,-
SAID-0005600,"Hoshizaki America, Inc.",Ice Maker,0,3/8/2011,KM-2100SWH3,-
SAID-0005598,"Hoshizaki America, Inc.",Ice Maker,0,1/1/2016,KM-2100SWH3,-
SAID-0005596,"Hoshizaki America, Inc.",Ice Maker,0,10/1/2014,KM-2100SWH3,-
SAID-0005594,"Hoshizaki America, Inc.",Ice Maker,0,1/1/2013,KM-2100SWH3,-
SAID-0005593,"Hoshizaki America, Inc.",Ice Maker,0,5/1/2012,KM-2100SWH3,-
SAID-0005591,"Hoshizaki America, Inc.",Ice Maker,2100,5/1/2016,KM-2100SRH3,-
SAID-0005590,"Hoshizaki America, Inc.",Ice Maker,2100,8/1/2015,KM-2100SRH3,-
SAID-0005589,"Hoshizaki America, Inc.",Ice Maker,2100,6/1/2015,KM-2100SRH3,-
SAID-0005588,"Hoshizaki America, Inc.",Ice Maker,2100,11/1/2014,KM-2100SRH3,-
SAID-0005587,"Hoshizaki America, Inc.",Ice Maker,2100,8/1/2014,KM-2100SRH3,-
SAID-0005586,"Hoshizaki America, Inc.",Ice Maker,2100,7/1/2014,KM-2100SRH3,-
SAID-0005585,"Hoshizaki America, Inc.",Ice Maker,2100,1/1/2014,KM-2100SRH3,-
SAID-0005584,"Hoshizaki America, Inc.",Ice Maker,2100,12/1/2013,KM-2100SRH3,-
SAID-0005581,"Hoshizaki America, Inc.",Ice Maker,2100,4/1/2013,KM-2100SRH3,-
SAID-0005580,"Hoshizaki America, Inc.",Ice Maker,2100,7/1/2012,KM-2100SRH3,-
SAID-0005575,"Hoshizaki America, Inc.",Ice Maker,201,8/1/2016,KM-201BWH,-
SAID-0005574,"Hoshizaki America, Inc.",Ice Maker,201,8/1/2016,KM-201BWH,-
SAID-0005573,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2016,KM-201BWH,-
SAID-0005571,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2016,KM-201BWH,-
SAID-0005570,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2016,KM-201BWH,-
SAID-0005568,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2016,KM-201BWH,-
SAID-0005567,"Hoshizaki America, Inc.",Ice Maker,201,3/1/2016,KM-201BWH,-
SAID-0005565,"Hoshizaki America, Inc.",Ice Maker,201,3/1/2016,KM-201BWH,-
SAID-0005564,"Hoshizaki America, Inc.",Ice Maker,201,12/3/2018,KM-201BWH,-
SAID-0005563,"Hoshizaki America, Inc.",Ice Maker,201,2/1/2014,KM-201BWH,-
SAID-0005562,"Hoshizaki America, Inc.",Ice Maker,201,5/1/2013,KM-201BWH,-
SAID-0005561,"Hoshizaki America, Inc.",Ice Maker,201,3/1/2012,KM-201BWH,-
SAID-0005560,"Hoshizaki America, Inc.",Ice Maker,201,5/5/2017,KM-201BWH,-
SAID-0005559,"Hoshizaki America, Inc.",Ice Maker,201,12/1/2011,KM-201BWH,-
SAID-0005558,"Hoshizaki America, Inc.",Ice Maker,201,1/1/2011,KM-201BWH,-
SAID-0005556,"Hoshizaki America, Inc.",Ice Maker,201,11/1/2010,KM-201BAH,-
SAID-0005555,"Hoshizaki America, Inc.",Ice Maker,201,4/1/2018,KM-201BAH,-
SAID-0005554,"Hoshizaki America, Inc.",Ice Maker,201,3/1/2018,KM-201BAH,-
SAID-0005553,"Hoshizaki America, Inc.",Ice Maker,201,12/9/2019,KM-201BAH,-
SAID-0005550,"Hoshizaki America, Inc.",Ice Maker,201,10/1/2017,KM-201BAH,-
SAID-0005549,"Hoshizaki America, Inc.",Ice Maker,201,10/1/2017,KM-201BAH,-
SAID-0005548,"Hoshizaki America, Inc.",Ice Maker,201,10/1/2017,KM-201BAH,-
SAID-0005547,"Hoshizaki America, Inc.",Ice Maker,201,8/1/2017,KM-201BAH,-
SAID-0005545,"Hoshizaki America, Inc.",Ice Maker,201,6/1/2017,KM-201BAH,-
SAID-0005544,"Hoshizaki America, Inc.",Ice Maker,201,3/1/2017,KM-201BAH,-
